proteinID,domainID,domainDescription,domainStart,domainEnd
H2UPV9,PF02026,Ryanodine receptor Ryr,2776,2865
H2URG8,PF00211,Adenylyl cyclase class-3/4/guanylyl cyclase,106,266
H2UU64,PF01858,Retinoblastoma-associated protein A-box,194,402
H2UYI6,PF00194,Alpha carbonic anhydrase,12,273
H2V3E0,mobidb-lite,disorder_prediction,573,621
H2V3H5,mobidb-lite,disorder_prediction,278,301
H2V4Z6,mobidb-lite,disorder_prediction,628,652
H2V899,mobidb-lite,disorder_prediction,964,1041
H2V8D6,PF00415,Regulator of chromosome condensation RCC1,313,344
H2V9K8,PF12796,Ankyrin repeat-containing domain,40,106
H2VA56,PF01034,Syndecan/Neurexin domain,1605,1644
H2VB50,mobidb-lite,disorder_prediction,154,195
H2VDG8,mobidb-lite,disorder_prediction,383,411
H2VYF1,PF02171,Piwi domain,513,829
H2W1S4,PF07914,Uncharacterised  oxidoreductase Dhs-27,3,415
H2WIR3,PF00415,Regulator of chromosome condensation RCC1,561,582
H2X452,PF11427,Tc3 transposase DNA binding domain,7,50
H2X6V3,PF02854,MIF4G-like type 3,125,319
H2Y6E5,PF00128,Glycosyl hydrolase family 13 catalytic domain,142,291
H2Y6K4,PF00008,EGF-like domain,428,458
H2YA66,PF00090,Thrombospondin type-1 (TSP1) repeat,210,256
H2YFD2,PF07679,Immunoglobulin I-set,8398,8484
H2YFQ6,CoiledCoil,Uncharacterized protein OS=Ciona savignyi PE=3 SV=1,110,138
H2YNS5,PF00008,EGF-like domain,562,591
H2YRG9,mobidb-lite,disorder_prediction,261,308
H2YSW0,PF07645,EGF-like calcium-binding domain,905,942
H2YSZ9,PF12947,EGF domain,2,33
H2YUS6,PF01391,Collagen triple helix repeat,650,699
H2YUT9,PF01603,Protein phosphatase 2A regulatory B subunit B56,51,193
H2Z4M0,PF02883,Clathrin adaptor alpha/beta/gamma-adaptin appendage Ig-like subdomain,692,803
H2Z4X0,mobidb-lite,disorder_prediction,452,473
H2Z7P8,PF04566,RNA polymerase Rpb2 domain 4,520,580
H2Z7Z4,PF07645,EGF-like calcium-binding domain,368,400
H2Z8R7,mobidb-lite,disorder_prediction,344,405
H2Z9E4,PF05001,RNA polymerase II heptapeptide repeat eukaryotic,1528,1541
H2ZCR0,mobidb-lite,disorder_prediction,331,355
H2ZG23,PF00667,FAD-binding type 1,562,774
H2ZGK9,PF00028,Cadherin,3029,3116
H2ZHA2,PF01300,YrdC-like domain,64,240
H2ZJD6,PF07645,EGF-like calcium-binding domain,40,79
H2ZSC2,mobidb-lite,disorder_prediction,1347,1373
H3A2V5,PF00153,Mitochondrial substrate/solute carrier,15,48
H3A3X0,PF00137,V-ATPase proteolipid subunit C-like domain,15,74
H3A629,mobidb-lite,disorder_prediction,1,20
H3A7S4,PF08441,Integrin alpha-2,469,919
H3A815,PF01839,FG-GAP repeat,367,392
H3A980,PF13855,Leucine-rich repeat,102,160
H3AA33,PF12738,BRCT domain,13,76
H3AA45,PF00153,Mitochondrial substrate/solute carrier,221,303
H3AT84,PF04548,AIG1-type guanine nucleotide-binding (G) domain,10,207
H3AX17,PF00069,Protein kinase domain,14,298
H3B1B7,mobidb-lite,disorder_prediction,2785,2825
H3B1D1,PF08913,Vinculin-binding site-containing domain,1849,1961
H3B5Z9,PF03265,Deoxyribonuclease II,19,349
H3B9Q2,mobidb-lite,disorder_prediction,1869,1901
H3BAT2,PF00046,Homeobox domain,230,286
H3BB13,mobidb-lite,disorder_prediction,522,588
H3BB91,PF00071,Small GTPase superfamily,27,186
H3BBY7,mobidb-lite,disorder_prediction,124,158
H3BC64,PF00113,Enolase C-terminal TIM barrel domain,268,551
H3BC71,mobidb-lite,disorder_prediction,117,139
H3BDD2,mobidb-lite,disorder_prediction,150,173
H3BEX9,mobidb-lite,disorder_prediction,311,330
H3BZD1,PF00069,Protein kinase domain,28,281
H3C026,PF02188,GoLoco motif,598,619
H3C3M8,PF07645,EGF-like calcium-binding domain,1945,1983
H3C3P7,PF04515,Choline transporter-like,325,681
H3C576,PF02807,ATP:guanido phosphotransferase N-terminal,24,99
H3C719,LowComplexity,Uncharacterized protein OS=Tetraodon nigroviridis PE=4 SV=1,218,232
H3CBD5,PF03520,Potassium channel voltage dependent KCNQ C-terminal,446,630
H3CCH4,mobidb-lite,disorder_prediction,1548,1623
H3CF57,PF01365,RIH (RyR and IP3R Homology) domain,438,633
H3CHD2,PF08742,Uncharacterised domain cysteine-rich,515,568
H3CHU2,PF10613,Ionotropic glutamate receptor L-glutamate and glycine-binding domain,1,41
H3CLS4,mobidb-lite,disorder_prediction,92,120
H3CNR0,PF00400,WD40 repeat,128,159
H3CQ11,PF00059,C-type lectin-like,457,563
H3CVV4,PF04004,Leo1-like protein,344,505
H3CYD3,PF01424,R3H domain,149,206
H3D029,PF07984,FAM46 family,18,337
H3D222,PF13516,Leucine-rich repeat,664,683
H3DCK9,PF00681,Plectin repeat,1566,1606
H3DCV1,PF01344,Kelch repeat type 1,313,349
H3DED8,PF02210,Laminin G domain,862,988
H3DI53,PF01417,ENTH  domain,51,149
H3DJ66,PF13516,Leucine-rich repeat,129,151
H3DJ98,PF00093,VWFC domain,285,339
H3DJR8,PF13948,Myxococcus cysteine-rich repeat,855,884
H3DKR4,LowComplexity,Uncharacterized protein OS=Tetraodon nigroviridis PE=4 SV=1,1464,1477
H3DLG1,PF10613,Ionotropic glutamate receptor L-glutamate and glycine-binding domain,459,543
H3DNV4,PF00041,Fibronectin type III,299,378
H3DPY8,PF00041,Fibronectin type III,6873,6954
H3DUY9,mobidb-lite,disorder_prediction,212,239
H3DWY0,PF00076,RNA recognition motif domain,723,778
H3E0Q6,PF07857,TMEM144,8,128
H3E4J7,PF00201,UDP-glucuronosyl/UDP-glucosyltransferase,10,163
H3EEN8,PF04133,Vacuolar protein sorting 55,1,87
H3EKD8,PF01359,Transposase type 1,119,171
H3EL30,mobidb-lite,disorder_prediction,2004,2160
H3ET35,mobidb-lite,disorder_prediction,302,326
H3EZM1,mobidb-lite,disorder_prediction,76,138
H3F6G7,PF00001,G protein-coupled receptor rhodopsin-like,29,115
H3FTC0,PF07851,TMPIT-like,30,141
H3FXU2,PF00100,Zona pellucida domain,195,437
H3G808,PF00833,Ribosomal protein S17e,5,111
H3G8U6,CoiledCoil,Uncharacterized protein OS=Phytophthora ramorum PE=4 SV=1,19,43
H3G910,LowComplexity,Uncharacterized protein OS=Phytophthora ramorum PE=3 SV=1,825,837
H3GBC4,mobidb-lite,disorder_prediction,309,377
H3GBJ5,mobidb-lite,disorder_prediction,292,314
H3GH13,PF01459,Eukaryotic porin/Tom40,4,276
H3GS87,mobidb-lite,disorder_prediction,1,37
H3H7F9,PF00098,Zinc finger CCHC-type,221,237
H3HC59,PF13967,Calcium permeable stress-gated cation channel 1 N-terminal transmembrane domain,794,960
H6AEZ1,PF00976,Pro-opiomelanocortin/corticotropin ACTH central region,129,145
H6AFD4,PF16102,ACTH-associated domain,16,41
H6AFY5,PF02788,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,6,126
H6BCR2,PF00129,MHC class I-like antigen recognition-like,1,179
H6D5B4,mobidb-lite,disorder_prediction,1,28
H6SX98,PF00137,V-ATPase proteolipid subunit C-like domain,11,73
H6T2V1,PF05000,RNA polymerase Rpb1 domain 4,99,161
H6TH99,PF00006,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,82,302
H6TU63,mobidb-lite,disorder_prediction,77,97
H6U8C5,PF10426,V(D)J recombination-activating protein 1 Zinc finger,301,328
H6UCM3,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,134,418
H6UDH4,PF00033,Cytochrome b/b6 N-terminal,19,204
H6V555,PF00499,NADH:ubiquinone/plastoquinone oxidoreductase chain 6,15,151
H6XKF5,PF00115,Cytochrome c oxidase subunit I,2,219
H6Z5K5,PF00115,Cytochrome c oxidase subunit I,2,219
H7ANF3,PF00115,Cytochrome c oxidase subunit I,1,205
H7BC05,PF00115,Cytochrome c oxidase subunit I,2,219
H7BFI9,PF00115,Cytochrome c oxidase subunit I,1,219
H8Y0F8,PF00234,Bifunctional inhibitor/plant lipid transfer protein/seed storage helical domain,142,291
H8YAR3,PF00115,Cytochrome c oxidase subunit I,3,184
H8YS81,PF00115,Cytochrome c oxidase subunit I,3,190
H9AH74,PF02788,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,15,135
H9AIZ4,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,145,180
H9B486,PF03157,HMW glutenin,82,164
H9B812,PF00001,G protein-coupled receptor rhodopsin-like,8,154
H9B9V3,PF00970,Oxidoreductase FAD-binding domain,45,85
H9BT71,PF07731,Multicopper oxidase type 2,368,490
H9E1N7,PF00146,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,13,309
H9E7A1,PF00033,Cytochrome b/b6 N-terminal,19,204
H9EMJ4,PF02191,Olfactomedin-like domain,139,391
H9EWA2,PF00155,Aminotransferase class I/classII,59,415
H9F5D0,PF03062,Membrane bound O-acyl transferase MBOAT,129,446
H9F9F3,PF00454,Phosphatidylinositol 3-/4-kinase catalytic domain,90,386
H9F9Q1,mobidb-lite,disorder_prediction,445,516
H9FH96,PF12799,Leucine rich repeat 4,90,127
H9FQJ9,mobidb-lite,disorder_prediction,1580,1652
H9FSK0,mobidb-lite,disorder_prediction,1343,1406
H9FT57,PF00400,WD40 repeat,260,298
H9FWV3,PF07647,Sterile alpha motif domain,1199,1262
H9FXT9,PF07679,Immunoglobulin I-set,24,115
H9FY66,PF00467,KOW,178,211
H9FYZ7,PF05010,Transforming acidic coiled-coil-containing protein,600,799
H9FZ39,PF03920,Groucho/TLE N-terminal Q-rich domain,8,138
H9FZ67,mobidb-lite,disorder_prediction,1,92
H9G5Y8,PF07679,Immunoglobulin I-set,2193,2274
H9G6T9,mobidb-lite,disorder_prediction,156,208
H9GCK4,PF01509,Pseudouridine synthase II N-terminal,93,236
H9GCR8,mobidb-lite,disorder_prediction,996,1032
H9GE53,CoiledCoil,Kinesin-like protein (Fragment) OS=Anolis carolinensis GN=KIF3B PE=3 SV=1,493,514
H9GFU9,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,545,790
H9GG92,mobidb-lite,disorder_prediction,1958,2045
H9GH38,PF08423,DNA recombination and repair protein Rad51-like C-terminal,38,125
H9GMZ5,mobidb-lite,disorder_prediction,133,210
H9GNJ6,PF08321,PPP domain,140,232
H9GPT7,PF00853,Runt domain,2,91
H9GPU4,PF01344,Kelch repeat type 1,48,96
H9H1K7,PF01422,Zinc finger NF-X1-type,638,660
H9JBG3,PF00370,Carbohydrate kinase FGGY N-terminal,5,203
H9JKN0,PF16972,Na+ channel auxiliary subunit TipE,3,107
H9JLS3,PF13181,Tetratricopeptide repeat,2894,2926
H9JR22,PF00058,LDLR class B repeat,3322,3350
H9JU70,PF05915,Protein of unknown function DUF872 transmembrane,73,164
H9JWH7,PF12871,Pre-mRNA-splicing factor 38 C-terminal,179,267
H9LIX3,PF00032,Cytochrome b/b6 C-terminal,268,367
H9LPC0,PF06455,NADH dehydrogenase subunit 5 C-terminal,422,602
H9NFC4,PF00217,ATP:guanido phosphotransferase catalytic domain,16,219
H9TU35,PF00041,Fibronectin type III,15,82
H9YVU0,PF00058,LDLR class B repeat,1440,1480
H9Z4Y1,PF15005,Izumo sperm-egg fusion protein,17,158
H9Z583,PF00659,POLO box domain,472,532
H9Z590,PF05881,Cyclic nucleotide phosphodiesterase,186,420
H9ZA48,PF00794,Phosphatidylinositol 3-kinase Ras-binding (PI3K RBD) domain,177,280
H9ZF47,PF06371,Formin GTPase-binding domain,30,155
I0CK27,PF00032,Cytochrome b/b6 C-terminal,239,340
I1F109,PF00041,Fibronectin type III,461,542
I1F7E2,PF07731,Multicopper oxidase type 2,516,673
I1FHZ4,PF01485,IBR domain,375,462
I1FJD2,PF02784,Orn/DAP/Arg decarboxylase 2 N-terminal,54,281
I1FK44,PF01094,Receptor ligand binding region,208,407
I1FST5,PF10629,Uncharacterised protein family UPF0573/UPF0605,5,57
I1FWH0,mobidb-lite,disorder_prediction,239,276
I1G153,PF01096,Zinc finger TFIIS-type,89,129
I1G7Q8,PF00086,Thyroglobulin type-1,632,673
I1GA16,PF02978,Signal recognition particle SRP54 subunit M-domain,326,431
I1GAL3,PF03133,Tubulin-tyrosine ligase/Tubulin polyglutamylase,671,860
I1GCJ3,PF00792,Phosphatidylinositol 3-kinase C2 domain,59,202
I1GD93,CoiledCoil,Uncharacterized protein OS=Amphimedon queenslandica PE=4 SV=1,578,606
I1GR99,PF05185,Protein arginine N-methyltransferase,184,437
I1H0U4,PF00005,ABC transporter-like,755,889
I1H886,mobidb-lite,disorder_prediction,658,699
I1HDN2,PF04832,SOUL haem-binding protein,27,202
I1HE85,PF00153,Mitochondrial substrate/solute carrier,198,283
I1HGM3,PF14226,Non-haem dioxygenase N-terminal domain,52,173
I1HHR9,PF07942,N2227-like,225,483
I1HP88,PF02737,3-hydroxyacyl-CoA dehydrogenase NAD binding,337,515
I1HQ90,PF06507,Auxin response factor,264,344
I1HQX0,CoiledCoil,Uncharacterized protein OS=Brachypodium distachyon PE=3 SV=1,1264,1292
I1HTA5,mobidb-lite,disorder_prediction,263,282
I1HTN2,mobidb-lite,disorder_prediction,199,251
I1HX05,mobidb-lite,disorder_prediction,1655,1697
I1HXE8,PF00571,CBS domain,290,345
I1I6T5,PF01535,Pentatricopeptide repeat,251,277
I1I745,PF04564,U box domain,42,110
I1IBA3,mobidb-lite,disorder_prediction,589,614
I1IBH5,PF00856,SET domain,33,138
I1ICW7,PF02518,Histidine kinase-like ATPase C-terminal domain,76,222
I1IEH4,PF05634,APO domain,86,284
I1IG47,PF01151,ELO family,34,271
I1IQ00,mobidb-lite,disorder_prediction,385,429
I1ITD9,PF00069,Protein kinase domain,69,325
I1IUC5,PF00149,Calcineurin-like phosphoesterase domain ApaH type,231,424
I1J0F6,mobidb-lite,disorder_prediction,1938,1957
I1J1H1,PF13041,Pentatricopeptide repeat,172,215
I1J2E5,PF00933,Glycoside hydrolase family 3 N-terminal,117,359
I1J2P2,mobidb-lite,disorder_prediction,1,20
I1JF49,PF02309,AUX/IAA domain,17,200
I1JSQ3,mobidb-lite,disorder_prediction,183,245
I1K1N7,PF01554,Multi antimicrobial extrusion protein,43,203
I1K307,PF00534,Glycosyl transferase family 1,790,931
I1K3D7,PF07714,Serine-threonine/tyrosine-protein kinase catalytic domain,59,326
I1K7M4,PF01486,Transcription factor K-box,82,167
I1K8G1,PF12937,F-box domain,103,143
I1L595,PF00534,Glycosyl transferase family 1,303,445
I1LHL6,PF00637,Clathrin heavy chain/VPS 7-fold repeat,992,1130
I1LL59,PF00085,Thioredoxin domain,444,547
I1LMG0,CoiledCoil,Uncharacterized protein OS=Glycine max GN=LOC100813421 PE=3 SV=1,309,330
I1LUU8,LowComplexity,Uncharacterized protein OS=Glycine max GN=LOC100776185 PE=4 SV=1,101,116
I1LV81,PF16455,Ubiquitin-binding domain,16,113
I1MG28,PF00933,Glycoside hydrolase family 3 N-terminal,50,376
I1MJP3,PF00407,Bet v I/Major latex protein,6,152
I1MUL3,PF02847,Initiation factor eIF-4 gamma MA3,399,508
I1MUN4,PF12706,Metallo-beta-lactamase,104,239
I1NB65,mobidb-lite,disorder_prediction,184,308
I1NFP6,PF02309,AUX/IAA domain,52,178
I1NK45,mobidb-lite,disorder_prediction,193,226
I1NQ56,PF04003,Small-subunit processome Utp12,446,546
I1NUA4,mobidb-lite,disorder_prediction,517,568
I1NUS1,PF00571,CBS domain,286,333
I1NVZ7,PF03144,Translation elongation factor EFTu-like domain 2,388,464
I1P338,mobidb-lite,disorder_prediction,340,364
I1P765,PF00044,Glyceraldehyde 3-phosphate dehydrogenase NAD(P) binding domain,84,185
I1P841,mobidb-lite,disorder_prediction,461,482
I1PE27,PF00314,Thaumatin,31,232
I1PK24,PF00112,Peptidase C1A papain C-terminal,146,371
I1PW78,PF14360,Sphingomyelin synthase-like domain,172,240
I1PWG0,mobidb-lite,disorder_prediction,450,518
I1PY10,PF07650,K Homology domain type 2,310,387
I1Q381,PF08276,PAN/Apple domain,327,378
I1Q981,PF00141,Haem peroxidase plant/fungal/bacterial,33,107
I1QC14,mobidb-lite,disorder_prediction,174,225
I1QGF0,mobidb-lite,disorder_prediction,1,87
I1QY29,PF13968,Domain of unknown function DUF4220,69,463
I1QY61,PF10250,GDP-fucose protein O-fucosyltransferase,142,377
I1QZS6,PF00023,Ankyrin repeat,125,146
I1R042,PF00810,ER lumen protein retaining receptor,28,171
I1R210,PF01535,Pentatricopeptide repeat,190,217
I1UGZ3,PF01824,Maturase MatK N-terminal domain,1,160
I1ULR2,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,145,184
I1UVX1,PF02788,Ribulose bisphosphate carboxylase large subunit ferrodoxin-like N-terminal,15,135
I1VFX4,PF01274,Malate synthase,1,171
I1YNX4,PF00115,Cytochrome c oxidase subunit I,1,201
I1YQP1,PF00115,Cytochrome c oxidase subunit I,1,221
I1ZAS3,PF00445,Ribonuclease T2-like,1,141
I1ZCU9,PF02978,Signal recognition particle SRP54 subunit M-domain,301,405
I1ZCX6,PF02978,Signal recognition particle SRP54 subunit M-domain,319,423
I1ZCY3,PF00448,Signal recognition particle SRP54 subunit GTPase domain,95,289
I2AQ19,PF00115,Cytochrome c oxidase subunit I,3,209
I2CYY3,PF01034,Syndecan/Neurexin domain,364,406
I3IU20,PF00595,PDZ domain,636,723
I3IUD7,mobidb-lite,disorder_prediction,557,633
I3IWQ0,PF00621,Dbl homology (DH) domain,80,262
I3J104,mobidb-lite,disorder_prediction,584,622
I3J419,mobidb-lite,disorder_prediction,511,587
I3J4N1,PF01529,Palmitoyltransferase DHHC domain,122,284
I3J6T1,PF00400,WD40 repeat,366,400
I3J739,PF00046,Homeobox domain,247,303
I3JEI9,mobidb-lite,disorder_prediction,303,349
I3JJK7,PF00002,GPCR family 2 secretin-like,157,389
I3JM52,PF08742,Uncharacterised domain cysteine-rich,603,667
I3JNM2,mobidb-lite,disorder_prediction,946,979
I3JTB5,PF00089,Serine proteases trypsin domain,136,373
I3JVC6,PF00028,Cadherin,763,845
I3JW22,CoiledCoil,Uncharacterized protein OS=Oreochromis niloticus GN=LOC100711445 PE=4 SV=1,183,222
I3JWC3,PF06337,Peptidase C19 ubiquitin-specific peptidase DUSP domain,393,584
I3JX28,mobidb-lite,disorder_prediction,2871,2904
I3JY74,mobidb-lite,disorder_prediction,378,404
I3K0C8,mobidb-lite,disorder_prediction,401,452
I3K0S5,PF13765,SPRY-associated,865,912
I3K2C5,PF01266,FAD dependent oxidoreductase,71,440
I3K8S4,PF04731,Caudal-like activation domain,14,155
I3KBP0,PF07679,Immunoglobulin I-set,209,290
I3KD18,PF06009,Laminin domain II,2015,2143
I3KHB0,PF16114,ATP-citrate synthase citrate-binding domain,252,428
I3KIQ9,mobidb-lite,disorder_prediction,1319,1347
I3KMG6,PF00801,PKD domain,1696,1759
I3KT87,PF00069,Protein kinase domain,5,260
I3L2Z9,PF07177,Neuralized homology repeat (NHR) domain,879,961
I3L821,PF00621,Dbl homology (DH) domain,1028,1196
I3LDA4,PF13855,Leucine-rich repeat,86,146
I3LH37,PF00653,BIR repeat,48,113
I3LJD1,PF02891,Zinc finger MIZ-type,691,739
I3LQL4,PF00046,Homeobox domain,197,253
I3LT14,mobidb-lite,disorder_prediction,143,187
I3LV12,PF04979,Protein phosphatase inhibitor 2 (IPP-2),5,119
I3M3W1,PF07525,SOCS box domain,381,417
I3MAC0,PF12845,Tbk1/Ikki binding domain,150,203
I3MF23,mobidb-lite,disorder_prediction,1,72
I3MHD8,PF02210,Laminin G domain,82,210
I3ML11,PF07690,Major facilitator superfamily,42,386
I3ML52,PF00786,CRIB domain,30,69
I3MLM5,PF00418,Microtubule associated protein  tubulin-binding repeat,856,886
I3MNK2,CoiledCoil,Uncharacterized protein OS=Ictidomys tridecemlineatus PE=4 SV=1,522,550
I3MPB9,CoiledCoil,Uncharacterized protein OS=Ictidomys tridecemlineatus GN=EVI5 PE=4 SV=1,573,594
I3MPZ7,PF13895,Immunoglobulin-like domain,165,250
I3MQI1,PF04969,CS domain,218,294
I3MUV0,PF00023,Ankyrin repeat,147,176
I3MYA5,PF16704,GCC2 Rab binding domain,1527,1591
I3N2F0,mobidb-lite,disorder_prediction,33,56
I3N5Z7,PF13417,Glutathione S-transferase N-terminal,3,79
I3N8Y6,CoiledCoil,Uncharacterized protein OS=Ictidomys tridecemlineatus GN=SEPT4 PE=3 SV=1,453,474
I3NG40,PF01094,Receptor ligand binding region,4,143
I3P6Z5,PF00115,Cytochrome c oxidase subunit I,2,221
I3SGW0,PF00173,Cytochrome b5-like heme/steroid binding domain,10,80
I3SIZ8,PF13181,Tetratricopeptide repeat,145,174
I3SQC1,PF02089,Palmitoyl protein thioesterase,21,136
I3SVG6,PF02089,Palmitoyl protein thioesterase,29,297
I3T5H6,PF00514,Armadillo,276,314
I3VF85,PF00179,Ubiquitin-conjugating enzyme E2,1,67
I3VJ52,PF05758,Protein TIC214,3,248
I3VMX4,PF01010,NADH:ubiquinone/plastoquinone oxidoreductase chloroplast chain 5 C-terminal,258,486
I3XJC2,PF00032,Cytochrome b/b6 C-terminal,258,359
I3XJT7,PF00033,Cytochrome b/b6 N-terminal,12,197
I3XN00,PF00390,Malic enzyme N-terminal domain,177,357
I3ZQQ2,mobidb-lite,disorder_prediction,116,146
I4DHA7,mobidb-lite,disorder_prediction,516,888
I4DNY1,PF01585,G-patch domain,224,267
I4DQX9,PF03489,Saposin B type region 2,325,358
I4DRT1,PF00005,ABC transporter-like,3,36
I4DS60,PF00638,Ran binding domain,100,213
I6L9M3,PF00128,Glycosyl hydrolase family 13 catalytic domain,85,336
I6LDY8,PF02806,Alpha-amylase/branching enzyme C-terminal all beta,189,256
I6LPH9,PF00969,MHC class II beta chain N-terminal,9,79
I6LV63,PF00146,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,12,308
I6MPC4,PF00115,Cytochrome c oxidase subunit I,2,208
I6NI41,PF00006,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,141,364
I6NLB1,PF06444,NADH dehydrogenase subunit 2 C-terminal,286,336
I6NT35,PF06455,NADH dehydrogenase subunit 5 C-terminal,422,601
I6P4K0,PF00821,Phosphoenolpyruvate carboxykinase GTP-utilising,1,180
I6PF81,PF00115,Cytochrome c oxidase subunit I,16,241
I6PQP2,PF00115,Cytochrome c oxidase subunit I,1,217
I6PZ88,PF00115,Cytochrome c oxidase subunit I,1,205
I6Q8E7,PF00033,Cytochrome b/b6 N-terminal,15,200
I6QPN4,PF00063,Myosin head motor domain,8,212
I6UVD2,PF00119,ATP synthase F0 complex subunit A,19,222
I6XGC6,PF00005,ABC transporter-like,190,372
I6YKS8,PF00115,Cytochrome c oxidase subunit I,1,194
I6YQA8,PF00931,NB-ARC,1,234
I7AHK4,PF00171,Aldehyde dehydrogenase domain,1,381
I7B959,PF00623,RNA polymerase alpha subunit,153,318
I7G6I3,PF01602,Clathrin/coatomer adaptor adaptin-like N-terminal,11,237
I7KJR8,mobidb-lite,disorder_prediction,1879,2080
J3KWP7,PF03489,Saposin B type region 2,176,209
J3KX31,PF03478,Domain unknown function DUF295,278,324
J3L2X2,PF06974,O-acyltransferase WSD1 C-terminal,66,209
J3LCN3,mobidb-lite,disorder_prediction,190,212
J3LNN3,PF00076,RNA recognition motif domain,57,124
J3LQ67,mobidb-lite,disorder_prediction,1,46
J3LUX0,mobidb-lite,disorder_prediction,175,195
J3LX22,PF13947,Wall-associated receptor kinase galacturonan-binding domain,28,128
J3M817,mobidb-lite,disorder_prediction,203,265
J3MU89,mobidb-lite,disorder_prediction,1,35
J3N873,PF08224,Protein of unknown function DUF1719,111,177
J3QP12,mobidb-lite,disorder_prediction,485,514
J3S152,PF00789,UBX domain,382,454
J3S9M4,CoiledCoil,Switch-associated protein 70-like OS=Crotalus adamanteus PE=2 SV=1,316,376
J3SCT3,PF01189,SAM-dependent methyltransferase RsmB/NOP2-type,313,462
J3SDG7,PF00412,Zinc finger LIM-type,87,140
J3SFE2,PF00335,Tetraspanin/Peripherin,10,236
J3SKK7,PF12940,V(D)J recombination-activating protein 1,1,457
J4G9L3,mobidb-lite,disorder_prediction,231,310
J4GSM1,mobidb-lite,disorder_prediction,863,885
J4I1W0,mobidb-lite,disorder_prediction,263,316
J4I8I1,PF12796,Ankyrin repeat-containing domain,125,190
J4I9Y2,PF00108,Thiolase N-terminal,34,277
J4IBC8,mobidb-lite,disorder_prediction,1139,1167
J7EYV6,PF00662,NADH-Ubiquinone oxidoreductase (complex I) chain 5 N-terminal,62,118
J7FKX5,PF00129,MHC class I-like antigen recognition-like,1,178
J7FNG3,PF10426,V(D)J recombination-activating protein 1 Zinc finger,171,200
J7GRT3,PF02430,Apical membrane antigen 1,1,172
J7GXW5,PF00006,ATPase F1/V1/A1 complex alpha/beta subunit nucleotide-binding domain,64,216
J7H2L2,PF00069,Protein kinase domain,1,204
J7HSJ0,PF01824,Maturase MatK N-terminal domain,1,299
J7IRG7,PF01010,NADH:ubiquinone/plastoquinone oxidoreductase chloroplast chain 5 C-terminal,54,292
J7KG12,PF00106,Short-chain dehydrogenase/reductase SDR,3,184
J7MCZ7,PF00252,Ribosomal protein L10e/L16,39,176
J7MEP5,PF08384,Pro-opiomelanocortin N-terminal,1,16
J7Q5T9,PF00016,Ribulose bisphosphate carboxylase large subunit C-terminal,130,193
J9E6U3,PF00224,Pyruvate kinase barrel,24,103
J9EQR2,PF00521,DNA topoisomerase type IIA subunit A/C-terminal,6,310
J9ERF0,PF13012,Rpn11/EIF3F C-terminal,174,285
J9FBU8,mobidb-lite,disorder_prediction,943,996
J9FG12,PF03661,Per33/Pom33 family,35,139
J9HI93,mobidb-lite,disorder_prediction,152,175
J9HPB9,PF00651,BTB/POZ domain,155,262
J9I5G7,mobidb-lite,disorder_prediction,752,840
J9I9Z0,CoiledCoil,Uncharacterized protein OS=Oxytricha trifallax GN=OXYTRI_01322 PE=4 SV=1,280,301
J9IIN9,PF00887,Acyl-CoA-binding protein ACBP,53,129
J9IIR3,PF02493,MORN motif,93,114
J9IJM2,mobidb-lite,disorder_prediction,1,38
J9J1U4,mobidb-lite,disorder_prediction,601,621
J9J3S1,mobidb-lite,disorder_prediction,14370,14399
J9JMI7,PF13959,Domain of unknown function DUF4217,421,481
J9JVI1,CoiledCoil,Uncharacterized protein OS=Acyrthosiphon pisum PE=4 SV=2,525,546
J9JVU5,PF00411,Ribosomal protein S11,92,199
J9K129,PF06463,Molybdenum cofactor synthesis C-terminal,210,335
J9K2F0,PF00069,Protein kinase domain,23,245
J9KA78,mobidb-lite,disorder_prediction,243,288
J9KCZ1,CoiledCoil,Uncharacterized protein OS=Acyrthosiphon pisum PE=4 SV=2,172,200
J9LIK5,PF03221,HTH CenpB-type DNA-binding domain,76,137
J9M5X1,PF00078,Reverse transcriptase domain,6,121
J9M627,mobidb-lite,disorder_prediction,818,863
J9M8K2,PF12017,Transposase protein,55,171
J9PH07,PF00146,NADH:ubiquinone oxidoreductase subunit 1/F420H2 oxidoreductase subunit H,13,303
J9PT89,PF00361,NADH:quinone oxidoreductase/Mrp antiporter membrane subunit,75,286
J9QH37,PF00115,Cytochrome c oxidase subunit I,1,212
J9UEN7,PF13499,EF-hand domain,86,145
J9UIM8,PF01824,Maturase MatK N-terminal domain,1,307
J9WS37,PF00243,Nerve growth factor-related,135,216
J9ZUP8,PF01348,Domain X,358,479
J9ZW90,PF00143,Interferon alpha/beta/delta,27,185
